Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Outdoor monthly air temperature (¡C),Thermal sensation
27.2,34.3,0.14,4,2
26.1,36,0.65,4,2
29.2,24.9,0.18,4,2
26.8,29.6,0.4,4,2
30.8,69.6,1.49,4,2
32.6,69.3,1.3,4,2
31.8,53.2,0.2,4,2
31.2,73.8,0.74,4,2
31.9,70.2,0.16,4,2
31.8,71.5,0.02,4,2
31.2,70.5,0.02,4,2
31.1,70.8,0.86,4,2
31.7,59.7,1.35,4,2
30.8,66.1,0.67,4,2
27.9,20,0.54,4,2
23.7,19.8,0.05,4,2
24.5,64.9,0.01,4,2
25.8,65.5,0.36,4,2
26,65.5,0.07,4,2
24.9,66.9,0.01,4,2
25.5,70.1,0.11,4,2
25.1,35.1,0.16,4,2
23.6,15.3,0.01,4,2
25,15.4,0.05,4,2
25.3,15.6,0.02,4,2
24.9,52.7,0.11,4,2
25.8,28.8,1.48,4,2
25.2,15.8,1.89,4,2
30.8,78.3,0.1,4,2
31.1,79,0.12,4,2
33.2,64.4,0.18,4,2
30.1,76.6,0.05,4,2
31.1,75.7,0.04,4,2
32.4,74.9,0.05,4,2
34.4,68.1,0.42,4,2
33.7,74.2,0.62,4,2
32.6,75.9,0.79,4,2
38,34.5,0,4,2
32.7,62.2,0.21,4,2
34.8,50.8,1.17,4,2
34.3,55.6,0.62,4,2
35.2,58.9,0.52,4,2
34.3,59.8,0.28,4,2
31.8,68.1,0.49,4,2
32.2,59.7,0.08,4,2
32.9,57.8,0.32,4,2
40.5,13.1,0,4,2
33.3,36.7,1.17,4,2
39.2,23.5,0.46,4,2
33.7,62,0.02,4,2
31.6,67,0.32,4,2
30,69,0.15,4,2
30.7,69,0.17,4,2
32.4,69,0.1,4,2
33,62,0.29,4,2
32.9,69,0.76,4,2
28.3,73,0.03,4,2
31.4,67,0.03,4,2
30.6,69,0.38,4,2
28.5,73,0.01,4,2
28.9,73,0.08,4,2
31.2,67,0.02,4,2
31.4,67,0.01,4,2
29.1,68,0.07,4,2
29.9,68,0.19,4,2
31,67,0.05,4,2
33.3,62,0.15,4,2
31.5,67,0.04,4,2
32.7,69,0.15,4,2
33.5,62,0.02,4,2
33.5,62,0.02,4,2
33.2,62,0.01,4,2
36.6,35.6,0.03,4,2
34.7,41,0.23,4,2
34.9,40,0.19,4,2
37,41.6,0.66,4,2
37.1,45.8,0.28,4,2
33.9,54.2,0.07,4,2
37,41.1,0.19,4,2
37.3,46.8,0.33,4,2
37.5,51.7,0.58,4,2
37.8,45.9,0.5,4,2
37.5,47.3,0.23,4,2
36.8,35,0.07,4,2
36.4,34.5,0.04,4,2
33.4,50.1,0.19,4,2
33.8,49.8,0.15,4,2
32.9,48.8,0.11,4,2
32.9,49.8,0.04,4,2
33.1,38.9,0.07,4,2
31.9,54.6,0.06,4,2
32.3,53.7,0.29,4,2
32.8,53.7,0.07,4,2
33.3,50.3,0.25,4,2
33.3,41.1,0.21,4,2
33.2,45.4,0.14,4,2
33.2,42.9,0.17,4,2
33.2,45.2,0.15,4,2
33,45.6,0.06,4,2
33,44.2,0.06,4,2
34.3,40.6,0.12,4,2
33.3,45.6,0.04,4,2
32.7,58.3,0.09,4,2
33.4,58.8,0.27,4,2
33.5,58.6,0.08,4,2
33.7,56.4,0.25,4,2
33.6,52.2,0.19,4,2
33.5,48.5,0.21,4,2
34.4,41.6,0.09,4,2
19.3,51.8,0.15,4,2
18.3,54.6,0.15,4,2
16.8,52.7,0.15,4,2
20.3,53.2,0.15,4,2
18.3,52.7,0.15,4,2
19.3,50.8,0.15,4,2
21.3,47.3,0.15,4,2
18.8,42.1,0.15,4,2
23.6,29.4,0.15,4,2
22.2,44.2,0.15,4,2
24.9,38.4,0.18,4,2
34.1,12.2,1.03,4,2
33.3,12.2,0.04,4,2
28.7,12.1,0.25,4,2
30.7,20.4,0.06,4,2
28.7,10.4,0.9,4,2
33.3,10.3,0.71,4,2
31.8,10.4,0.63,4,2
33.7,10.9,0.16,4,2
33.7,16.7,0.18,4,2
31.8,10.3,0.37,4,2
31.8,12.2,0.32,4,2
32,10.4,0.63,4,2
32.2,10.4,0.3,4,2
40,21.6,0.01,4,2
39.4,62.3,0.09,4,2
30.2,14.8,0.24,4,2
32.2,41.7,0.13,4,2
25,24.1,0.04,4,2
29.2,14.8,0.24,4,2
30.1,27.6,0.43,4,2
31.3,30,0.33,4,2
30.4,22.3,0.57,4,2
32.5,36.2,0.15,4,2
33.7,31.1,0.4,4,2
28.7,14.1,0.35,4,2
30.4,27,0.24,4,2
29.5,19.2,0.14,4,2
26.3,14.1,0.1,4,2
32.2,31.7,0.82,4,2
26.3,14.1,0.15,4,2
28.7,14.2,0.18,4,2
29.7,14.4,0.22,4,2
33.4,49.8,0.28,4,2
34.2,49.3,0.2,4,2
34.7,52.5,0.36,4,2
34.3,53.6,0.45,4,2
31,51.3,1.14,4,2
29.7,47.7,0.76,4,2
29.1,45.8,0.62,4,2
31,48.2,0.04,4,2
26.3,18.6,0.11,4,2
26.6,14.1,0,4,2
28.1,27.3,0.14,4,2
28.6,20.4,0.12,4,2
30.8,34.5,0.06,4,2
31.2,36.2,0.06,4,2
32,41.2,0.08,4,2
32.7,44.4,0.48,4,2
33.5,44.2,0.48,4,2
34.4,45.8,0.48,4,2
34.3,43.7,0.08,4,2
26.2,14.1,0.03,4,2
28.7,17.3,0.01,4,2
30.7,22.3,0.22,4,2
32.8,29.3,0.52,4,2
33.9,32.3,0.62,4,2
34.3,50.3,0.06,4,2
34,48.8,0.1,4,2
33.2,15.3,0.07,4,2
32.4,14.9,0.06,4,2
31.4,15.3,0.03,4,2
28.5,37.3,0.26,4,2
29.3,33.4,0.08,4,2
32.7,37.3,0.15,4,2
32.9,41.1,0.06,4,2
32.4,52.8,0.28,4,2
29.4,50.8,0.52,4,2
23.4,13.5,0.71,4,2
28.3,14.1,0.06,4,2
29.1,30,0.07,4,2
30,30,0.04,4,2
31.5,38.9,0.11,4,2
32.4,45.8,0.14,4,2
30.9,46.3,0.52,4,2
30.8,48.3,0.2,4,2
32.1,52.9,0.07,4,2
31.6,53.4,0.06,4,2
30.2,53.2,0.02,4,2
27.7,14.2,0.06,4,2
27.4,14.2,0.12,4,2
28,14.1,0.15,4,2
28.7,17.3,0.14,4,2
27.9,17.9,0.2,4,2
25.5,14.1,0.02,4,2
33,49.2,0.06,4,2
33,47.7,0.11,4,2
32.7,47.8,0.38,4,2
32.2,46.8,0.36,4,2
30.2,14.8,0.1,4,2
30.4,14.9,0.62,4,2
26.1,43.2,0.01,4,2
29.2,15.3,0.07,4,2
30.8,14.7,0.12,4,2
31.4,14.6,0.1,4,2
25.2,14.2,0.02,4,2
24.2,14.3,0.02,4,2
26.6,14.5,0.01,4,2
32.2,38.9,0.17,4,2
30,56.5,0.09,4,2
30.3,53.5,0.06,4,2
30.9,54.6,0.07,4,2
31.5,42.7,0.09,4,2
32.6,36.7,0.12,4,2
37.1,15.4,0.04,4,2
36.9,15,0.02,4,2
35,27.6,0.04,4,2
31.9,50.8,0.22,4,2
33.1,38.9,0.22,4,2
33.4,42.1,0.2,4,2
34,40,0.18,4,2
33.3,46.5,0.17,4,2
33.3,51.3,0.34,4,2
37.9,15.3,0.03,4,2
37.3,15,0.01,4,2
30.9,47.2,0.01,4,2
35.2,15.9,0.76,4,2
34.6,15.3,0.04,4,2
31.1,44.8,0.08,4,2
32,41.1,0.1,4,2
36.4,15.4,0.2,4,2
35.4,15.4,0.01,4,2
35.2,15.4,0,4,2
35.1,15.4,0.01,4,2
31.9,46.8,0.05,4,2
32.3,43.2,0.48,4,2
36.7,17.1,0.56,4,2
36.9,15.4,0.44,4,2
35.8,15.4,0.01,4,2
33.3,16.7,0,4,2
32.6,14.8,0.02,4,2
35.3,27,0.19,4,2
35.3,23.1,0.19,4,2
36.1,23.6,1.12,4,2
35.4,28.8,0.22,4,2
32.6,58.3,1.08,4,2
35.2,33.4,0.19,4,2
36.4,24.7,0.37,4,2
33.3,19.2,0.5,4,2
32.8,34.5,1.3,4,2
33.2,27,0.56,4,2
32.2,32.3,0.53,4,2
28.7,63.6,0.1,4,2
31.8,41.6,0.25,4,2
31.8,41.6,0.12,4,2
31.8,38.2,0.07,4,2
31.9,36.7,0.02,4,2
31.9,38.9,0,4,2
32.1,38.6,0.02,4,2
31.7,42.2,0,4,2
31.1,49.8,0.15,4,2
31.6,51.8,0.22,4,2
32,41.6,0.2,4,2
32.4,38.4,0.07,4,2
32.7,36.7,0.22,4,2
33.1,37.3,0.22,4,2
33.3,37.5,0.2,4,2
33.2,37.3,0.15,4,2
33.2,38.4,0.01,4,2
33.3,37.3,0.02,4,2
31.9,50.2,0.18,4,2
32.3,52.3,0.31,4,2
32.8,49.3,0.71,4,2
32.8,50.3,0.1,4,2
31.1,41.6,0.1,4,2
31.1,42.7,0.1,4,2
31.1,44.8,0.08,4,2
31.4,41.1,0.1,4,2
31.5,37.6,0.12,4,2
27.8,56.5,0.18,4,2
27.7,50.9,0.14,4,2
28.4,54.3,1.12,4,2
28.4,50.3,0.35,4,2
28.8,40.7,0.35,4,2
28.9,41.6,0.31,4,2
29.3,43.3,0.35,4,2
29.1,44.2,0.66,4,2
25.2,56.8,0.22,4,2
25.3,56.3,0.02,4,2
25.4,52.2,0.2,4,2
25.5,53.1,0.22,4,2
26.2,52.2,0.1,4,2
26.3,43.7,0.1,4,2
26.4,44.4,0.08,4,2
26.6,47.8,0.12,4,2
26.7,46.8,0.04,4,2
25.9,52.2,0.05,4,2
26,50.3,0.04,4,2
26.3,45.4,0.06,4,2
26.7,45.9,0.04,4,2
27.2,48.2,0.06,4,2
28.4,29.3,0.31,4,2
28.6,34.5,0.31,4,2
32.4,42.8,0.56,4,2
32.6,43,0.67,4,2
32.4,43.8,0.61,4,2
32.1,48.8,0.56,4,2
31.9,51.3,0.02,4,2
32.2,44.8,0.02,4,2
32.4,45.3,0.01,4,2
32.6,45.1,0.02,4,2
33,45.8,0,4,2
33.1,46.6,0,4,2
33.3,45.3,0,4,2
33.2,46.3,0,4,2
33.2,47.8,0,4,2
33.2,50.3,0,4,2
29,49.8,0.14,4,2
26.6,55.6,0.52,4,2
31,21.5,0,4,2
31.5,31.8,0,4,2
32,25,0,4,2
32,37.6,0,4,2
32.5,35.8,0.22,4,2
29.3,40,0.73,4,2
29,23.4,0.22,4,2
29.8,24,0.22,4,2
31,23,0.73,4,2
30.5,2,0,4,2
31.5,23,0.33,4,2
30.8,23,0,4,2
31,8.3,0.33,4,2
30.8,8.3,0.33,4,2
33.3,22.4,0.46,4,2
30.8,19.1,0.46,4,2
26.5,28,0.73,4,2
31.3,15.1,0.22,4,2
27.5,38,0.32,4,2
32.4,36.5,0.68,4,2
32,38.2,0.89,4,2
33.9,36.7,0,4,2
34,38.7,0,4,2
30.5,32.7,0,4,2
33.1,32.5,0,4,2
31,41.5,0.44,4,2
31.5,38,0.44,4,2
33.5,36.4,0.44,4,2
32.5,39.3,0.88,4,2
33.5,36.3,0.87,4,2
34,35.4,0.44,4,2
30,28.6,0.44,4,2
31,32.7,1.32,4,2
34.4,22.1,0.88,4,2
32.5,33.3,0,4,2
32.1,36.6,0,4,2
32.4,31.6,0,4,2
30.9,39.3,0,4,2
33.2,22.4,0.13,4,2
36.1,22.1,0.37,4,2
32.2,26.9,0.13,4,2
33.8,27.4,0.37,4,2
31,34.2,0.13,4,2
30.5,33.3,0.13,4,2
35.8,32.8,0.37,4,2
32,31.4,0.13,4,2
32.1,31.6,0.46,4,2
30.5,37.9,0.13,4,2
33.6,37.8,0.13,4,2
33,42.8,0.13,4,2
28.5,43.2,0.37,4,2
31.2,46.7,0.37,4,2
29,39.9,0.37,4,2
31.8,42.2,0.14,4,2
33,42,0.55,4,2
34.5,41.2,0.34,4,2
33.6,45,0.34,4,2
29.6,42.8,0.41,4,2
27.6,40.9,0.34,4,2
33,42.8,0,4,2
32.9,42,0.03,4,2
30.5,43.2,0.12,4,2
31.5,36.5,0,4,2
29.6,12.1,0,4,2
29.4,46.2,0,4,2
30.6,30.1,0.68,4,2
32.2,28.5,0.68,4,2
28,28.2,0.68,4,2
27,27.8,1.71,4,2
30.2,29.3,1.03,4,2
30.2,29.3,1.03,4,2
29.3,27.5,0.68,4,2
28.2,26.6,1.03,4,2
30.5,29.6,1.03,4,2
30.5,29,2.81,4,2
31,28.5,2.26,4,2
28.2,28.1,2.07,4,2
29.2,26.6,1.37,4,2
28.4,28.5,0.44,4,2
35.2,28.7,1.22,4,2
29.7,29,0.88,4,2
31.3,25.5,1.31,4,2
31.6,28.8,0.97,4,2
30.5,30.7,0.37,4,2
30,30.1,0.39,4,2
30.5,29.3,0.37,4,2
31,29.2,0.37,4,2
35.5,28.1,0.37,4,2
26.5,26.6,0.37,4,2
30.4,30.6,0.64,4,2
29.5,29,1.32,4,2
29.5,36,1.24,4,2
29,35,0.36,4,2
28.5,35,0,4,2
27.1,36,0.8,4,2
29.7,32,1.24,4,2
32.5,36,0.34,4,2
29,37.1,0.68,4,2
26.1,34.4,0.68,4,2
27,34,1.07,4,2
28,35,0.68,4,2
24.5,39,0.13,4,2
31.5,36,0.38,4,2
30.6,39.9,0.18,4,2
29.5,43,0.26,4,2
30.8,42.3,0.25,4,2
31.1,40.3,0.24,4,2
31.2,38.1,0.23,4,2
31.4,37.2,0.23,4,2
31.6,35.2,0.24,4,2
31.7,33.6,0.22,4,2
33.7,29.9,0.24,4,2
